,Description,UnitPrice,TotalReturned,Total$Returned,Unit_Sold,Total_Revenue,Net_Revenue,Return_Rate
2076,T-LIGHT GLASS FLUTED ANTIQUE,1.25,27,33.75,2891.0,3613.75,3580.0,0.9339328951919751
2077,T-LIGHT HOLDER HANGING LACE,1.25,40,50.0,394.0,492.5,442.5,10.152284263959391
2078,T-LIGHT HOLDER HANGING LOVE BIRD,3.75,3,11.25,443.0,1661.25,1650.0,0.6772009029345373
2079,T-LIGHT HOLDER SILVER HEART HANDLE,1.95,6,11.7,174.0,339.29999999999995,327.59999999999997,3.4482758620689653
2080,T-LIGHT HOLDER SWEETHEART HANGING,1.95,1,1.95,719.0,1402.05,1400.1,0.13908205841446453
2081,TALL ROCOCO CANDLE HOLDER,8.5,2,17.0,50.0,425.0,408.0,4.0
2082,TEA BAG PLATE RED RETROSPOT,0.85,12,10.2,2045.0,1738.25,1728.05,0.58679706601467
2083,TEA FOR ONE POLKADOT,4.25,26,110.5,230.0,977.5,867.0,11.304347826086957
2084,TEA PARTY  WRAPPING PAPER,0.42,9,3.78,1675.0,703.5,699.72,0.5373134328358209
2085,TEA PARTY BIRTHDAY CARD,0.36,144,51.84,216.0,77.76,25.92,66.66666666666666
2087,TEA TIME DES TEA COSY,2.55,12,30.6,220.0,561.0,530.4,5.454545454545454
2088,TEA TIME KITCHEN APRON,4.65,1,4.65,189.0,878.8500000000001,874.2000000000002,0.5291005291005291
2089,TEA TIME KITCHEN APRON,5.95,7,41.650000000000006,301.0,1790.95,1749.3,2.3255813953488373
2092,TEA TIME PARTY BUNTING,3.75,50,187.5,300.0,1125.0,937.5,16.666666666666664
2093,TEA TIME PARTY BUNTING,4.15,33,136.95000000000002,500.0,2075.0000000000005,1938.0500000000004,6.6000000000000005
2094,TEA TIME PARTY BUNTING,4.25,1,4.25,50.0,212.5,208.25,2.0
2095,TEA TIME PARTY BUNTING,4.95,5,24.75,1148.0,5682.6,5657.85,0.4355400696864111
2096,TEA TIME TEA SET IN GIFT BOX,6.95,2,13.9,45.0,312.75,298.85,4.444444444444445
2097,TEA TIME TEAPOT IN GIFT BOX,4.95,1,4.95,128.0,633.6,628.65,0.78125
2098,TEA TIME TEAPOT IN GIFT BOX,9.95,1,9.95,26.0,258.7,248.75,3.8461538461538463
2099,TOADSTOOL BEDSIDE LIGHT,8.95,8,71.6,178.0,1593.1,1521.5,4.49438202247191
2100,TOADSTOOL MONEY BOX,2.95,18,53.10000000000001,382.0,1126.9,1073.8000000000002,4.712041884816754
2101,TOILET METAL SIGN,0.42,3,1.26,1048.0,440.15999999999997,438.9,0.2862595419847328
2102,TOILET METAL SIGN,0.55,18,9.9,2150.0,1182.5,1172.6,0.8372093023255814
2103,TOILET SIGN OCCUPIED OR VACANT,0.83,14,11.62,3080.0,2556.4,2544.78,0.45454545454545453
2104,TOOL BOX SOFT TOY,8.95,6,53.7,90.0,805.5,751.8,6.666666666666667
2105,TOTE BAG I LOVE LONDON,2.1,24,50.400000000000006,568.0,1192.8000000000002,1142.4,4.225352112676056
2106,TOY TIDY DOLLY GIRL DESIGN,2.1,12,25.2,370.0,777.0,751.8,3.2432432432432434
2107,TOY TIDY PINK POLKADOT,1.85,1,1.85,1700.0,3145.0,3143.15,0.0588235294117647
2108,TOY TIDY PINK POLKADOT,2.1,26,54.6,1290.0,2709.0,2654.4,2.0155038759689923
2109,TOY TIDY SPACEBOY,2.1,37,77.7,747.0,1568.7,1491.0,4.953145917001338
2110,TRADITIONAL KNITTING NANCY,1.25,48,60.0,480.0,600.0,540.0,10.0
2111,TRADITIONAL KNITTING NANCY,1.65,2,3.3,3240.0,5345.999999999999,5342.699999999999,0.06172839506172839
2112,TRADITIONAL MODELLING CLAY,1.06,1,1.06,3308.0,3506.48,3505.42,0.03022974607013301
2113,TRADITIONAL WOODEN CATCH CUP GAME,1.25,1,1.25,2269.0,2836.25,2835.0,0.044072278536800354
2115,TRADITIONAL WOODEN SKIPPING ROPE,1.45,13,18.849999999999998,2105.0,3052.25,3033.4,0.6175771971496438
2116,TRADTIONAL ALPHABET STAMP SET,4.95,2,9.9,647.0,3202.65,3192.75,0.3091190108191654
2117,TRAVEL CARD WALLET FLOWER MEADOW,0.42,78,32.76,1575.0,661.5,628.74,4.9523809523809526
2118,TRAVEL CARD WALLET I LOVE LONDON,0.42,1,0.42,3386.0,1422.1200000000001,1421.7,0.029533372711163616
2119,TRAVEL CARD WALLET KEEP CALM,0.42,153,64.25999999999999,7095.0,2979.9,2915.6400000000003,2.156448202959831
2120,TRAVEL CARD WALLET PANTRY,0.42,184,77.28,1468.0,616.56,539.28,12.534059945504087
2121,TRAVEL CARD WALLET RETROSPOT,0.42,30,12.6,1835.0,770.7,758.1,1.6348773841961852
2122,TRAVEL CARD WALLET SKULLS,0.42,128,53.76,1982.0,832.44,778.6800000000001,6.458123107971746
2123,TRAVEL CARD WALLET SUKI,0.42,49,20.580000000000002,2112.0,887.04,866.4599999999999,2.320075757575758
2124,TRAVEL CARD WALLET TRANSPORT,0.42,39,16.38,2681.0,1126.02,1109.6399999999999,1.454681089145841
2125,TRAVEL CARD WALLET UNION JACK,0.42,78,32.76,2478.0,1040.76,1008.0,3.14769975786925
2126,TRAVEL CARD WALLET VINTAGE LEAF,0.42,3,1.26,1332.0,559.44,558.1800000000001,0.22522522522522523
2127,TRAVEL CARD WALLET VINTAGE TICKET,0.42,26,10.92,3950.0,1659.0,1648.08,0.6582278481012658
2128,TRAVEL SEWING KIT,1.65,15,24.75,2712.0,4474.8,4450.05,0.5530973451327433
2129,"TRAY, BREAKFAST IN BED",10.95,1,10.95,100.0,1095.0,1084.05,1.0
2130,"TRAY, BREAKFAST IN BED",12.75,5,63.75,129.0,1644.75,1581.0,3.875968992248062
2131,TREASURE ISLAND BOOK BOX,2.25,18,40.5,833.0,1874.25,1833.75,2.1608643457382954
2132,TREASURE TIN BUFFALO BILL,2.08,26,54.08,742.0,1543.3600000000001,1489.2800000000002,3.5040431266846364
2133,TREASURE TIN GYMKHANA DESIGN,2.08,3,6.24,1143.0,2377.44,2371.2000000000003,0.26246719160104987
2134,TRELLIS COAT RACK,4.95,1,4.95,121.0,598.95,594.0,0.8264462809917356
2135,TRIANGULAR POUFFE VINTAGE,14.95,2,29.9,18.0,269.09999999999997,239.19999999999996,11.11111111111111
2136,TRIPLE HOOK ANTIQUE IVORY ROSE,2.89,1,2.89,60.0,173.4,170.51000000000002,1.6666666666666667
2137,TRIPLE HOOK ANTIQUE IVORY ROSE,3.29,49,161.21,616.0,2026.64,1865.43,7.954545454545454
2138,TRIPLE PHOTO FRAME CORNICE,9.95,32,318.4,455.0,4527.25,4208.85,7.032967032967033
2139,TRIPLE WIRE HOOK IVORY HEART,4.15,12,49.8,131.0,543.65,493.84999999999997,9.16030534351145
2140,TROPICAL  HONEYCOMB PAPER GARLAND,2.55,1,2.55,431.0,1099.05,1096.5,0.23201856148491878
2141,TUMBLER BAROQUE,0.39,1,0.39,372.0,145.07999999999998,144.69,0.2688172043010753
2142,TUSCAN VILLA DOVECOTE BIRD FEEDER,8.25,1,8.25,29.0,239.25,231.0,3.4482758620689653
2143,TV DINNER TRAY AIR HOSTESS,1.95,1,1.95,116.0,226.2,224.25,0.8620689655172413
2144,TV DINNER TRAY DOLLY GIRL,4.95,1,4.95,85.0,420.75,415.8,1.1764705882352942
2145,TWO DOOR CURIO CABINET,10.95,21,229.95,66.0,722.6999999999998,492.74999999999983,31.818181818181817
2146,TWO DOOR CURIO CABINET,12.75,11,140.25,131.0,1670.25,1530.0,8.396946564885496
2147,UNION JACK FLAG PASSPORT COVER,2.1,20,42.0,364.0,764.4000000000001,722.4000000000001,5.4945054945054945
2148,UNION STRIPE CUSHION COVER,1.25,6,7.5,391.0,488.75,481.25,1.5345268542199488
2149,VANILLA SCENT CANDLE JEWELLED BOX,1.0,216,216.0,216.0,216.0,0.0,100.0
2150,VANILLA SCENT CANDLE JEWELLED BOX,3.81,1,3.81,84.0,320.03999999999996,316.22999999999996,1.1904761904761905
2151,VICTORIAN  METAL POSTCARD SPRING,0.4,288,115.2,576.0,230.4,115.2,50.0
2152,VICTORIAN  METAL POSTCARD SPRING,1.69,4,6.76,1430.0,2416.7,2409.9399999999996,0.27972027972027974
2153,VICTORIAN GLASS HANGING T-LIGHT,1.06,120,127.2,7590.0,8045.400000000001,7918.200000000001,1.5810276679841897
2154,VICTORIAN GLASS HANGING T-LIGHT,1.25,143,178.75,7545.0,9431.25,9252.5,1.8952948972829688
2155,VICTORIAN GLASS HANGING T-LIGHT,1.65,150,247.5,1920.0,3167.9999999999995,2920.4999999999995,7.8125
2156,VICTORIAN GLASS HANGING T-LIGHT,1.95,36,70.19999999999999,2482.0,4839.9,4769.7,1.4504431909750202
2158,VICTORIAN SEWING BOX LARGE,10.95,47,514.65,255.0,2792.25,2277.6,18.43137254901961
2159,VICTORIAN SEWING BOX LARGE,12.75,11,140.25,129.0,1644.75,1504.5,8.527131782945736
2160,VICTORIAN SEWING BOX MEDIUM,6.95,7,48.65,160.0,1112.0,1063.35,4.375
2161,VICTORIAN SEWING BOX MEDIUM,7.95,5,39.75,291.0,2313.4500000000003,2273.7000000000003,1.718213058419244
2162,VICTORIAN SEWING BOX SMALL,4.95,3,14.85,226.0,1118.7,1103.8500000000001,1.3274336283185841
2163,VICTORIAN SEWING BOX SMALL,5.95,9,53.550000000000004,552.0,3284.4,3230.85,1.6304347826086956
2164,VICTORIAN SEWING KIT,0.85,96,81.6,96.0,81.6,0.0,100.0
2165,VICTORIAN SEWING KIT,1.25,49,61.25,999.0,1248.75,1187.5,4.904904904904905
2166,VINTAGE  2 METER FOLDING RULER,1.65,13,21.449999999999996,1530.0,2524.4999999999995,2503.0499999999997,0.8496732026143791
2167,VINTAGE  2 METRE FOLDING RULER,1.65,1,1.65,1284.0,2118.6,2116.95,0.0778816199376947
2168,VINTAGE BEAD PINK PURSE,0.83,25,20.75,643.0,533.69,512.94,3.8880248833592534
2169,VINTAGE BEAD PINK SCARF,1.65,12,19.799999999999997,304.0,501.5999999999999,481.7999999999999,3.9473684210526314
2170,VINTAGE BILLBOARD DRINK ME MUG,1.06,6,6.36,192.0,203.52,197.16,3.125
2171,VINTAGE BILLBOARD LOVE/HATE MUG,1.06,36,38.16,420.0,445.2,407.03999999999996,8.571428571428571
2172,VINTAGE BILLBOARD LOVE/HATE MUG,1.25,1,1.25,563.0,703.75,702.5,0.17761989342806395
2173,VINTAGE BILLBOARD TEA MUG,1.06,701,743.0600000000001,1505.0,1595.3000000000002,852.2400000000001,46.57807308970099
2174,VINTAGE BLUE KITCHEN CABINET,125.0,5,625.0,20.0,2500.0,1875.0,25.0
2176,VINTAGE CARAVAN GIFT WRAP,0.42,25,10.5,521.0,218.82,208.32,4.798464491362764
2177,VINTAGE CHRISTMAS BUNTING,4.95,13,64.35,1861.0,9211.95,9147.6,0.6985491671144546
2178,VINTAGE CHRISTMAS GIFT BAG LARGE,1.25,15,18.75,973.0,1216.25,1197.5,1.5416238437821173
2179,VINTAGE CHRISTMAS GIFT SACK,4.15,1,4.15,965.0,4004.75,4000.6,0.10362694300518134
2180,VINTAGE CHRISTMAS STOCKING,2.55,3,7.6499999999999995,1905.0,4857.75,4850.1,0.15748031496062992
2181,VINTAGE CHRISTMAS TABLECLOTH,12.5,1,12.5,236.0,2950.0,2937.5,0.423728813559322
2182,VINTAGE COFFEE GRINDER BOX,4.15,12,49.8,24.0,99.6,49.8,50.0
2184,VINTAGE CREAM 3 BASKET CAKE STAND,9.95,1,9.95,240.0,2388.0,2378.05,0.4166666666666667
2185,VINTAGE CREAM CAT FOOD CONTAINER,5.55,1,5.55,206.0,1143.3,1137.75,0.48543689320388345
2186,VINTAGE CREAM CAT FOOD CONTAINER,6.35,5,31.75,346.0,2197.1,2165.35,1.4450867052023122
2187,VINTAGE CREAM DOG FOOD CONTAINER,7.65,12,91.8,240.0,1836.0,1744.2,5.0
2188,VINTAGE CREAM DOG FOOD CONTAINER,8.5,10,85.0,469.0,3986.5,3901.5,2.1321961620469083
2189,VINTAGE DOILY DELUXE SEWING KIT,5.95,19,113.05000000000001,449.0,2671.55,2558.5,4.231625835189309
2190,VINTAGE DOILY JUMBO BAG RED,1.79,100,179.0,2350.0,4206.5,4027.5,4.25531914893617
2191,VINTAGE DOILY JUMBO BAG RED,2.08,21,43.68,1791.0,3725.28,3681.6000000000004,1.1725293132328307
2192,VINTAGE DOILY TRAVEL SEWING KIT,1.65,1,1.65,400.0,660.0,658.35,0.25
2193,VINTAGE DOILY TRAVEL SEWING KIT,1.95,5,9.75,2546.0,4964.7,4954.95,0.19638648860958366
2194,VINTAGE DONKEY TAIL GAME,3.75,3,11.25,800.0,3000.0,2988.75,0.375
2195,VINTAGE EMBOSSED HEART,1.25,3,3.75,796.0,995.0,991.25,0.37688442211055273
2196,VINTAGE GLASS T-LIGHT HOLDER,0.83,9,7.47,1593.0,1322.19,1314.72,0.5649717514124294
2197,VINTAGE HEADS AND TAILS CARD GAME,1.25,12,15.0,3833.0,4791.25,4776.25,0.31307070180015656
2198,VINTAGE JINGLE BELLS HEART,8.25,1,8.25,216.0,1782.0,1773.75,0.4629629629629629
2199,VINTAGE KEEPSAKE BOX PINK FLOWER,6.35,2,12.7,4.0,25.4,12.7,50.0
2200,VINTAGE KITCHEN PRINT FRUITS,2.55,3,7.65,45.0,114.75,107.1,6.666666666666667
2201,VINTAGE LEAF CHOPPING BOARD,4.95,2,9.9,65.0,321.75,311.85,3.076923076923077
2202,VINTAGE LEAF MAGNETIC NOTEPAD,1.45,5,7.25,1002.0,1452.8999999999999,1445.6499999999999,0.499001996007984
2203,VINTAGE NOTEBOOK PARIS DAYS,2.95,12,35.400000000000006,28.0,82.60000000000001,47.2,42.857142857142854
2204,VINTAGE NOTEBOOK TRAVELOGUE,2.95,6,17.700000000000003,25.0,73.75,56.05,24.0
2205,VINTAGE RED ENAMEL TRIM JUG,3.75,33,123.75,412.0,1545.0,1421.25,8.009708737864079
2206,VINTAGE RED ENAMEL TRIM MUG,1.25,58,72.5,998.0,1247.5,1175.0,5.811623246492986
2207,VINTAGE RED ENAMEL TRIM PLATE,1.45,8,11.6,144.0,208.8,197.20000000000002,5.555555555555555
2209,VINTAGE RED ENAMEL TRIM PLATE,1.65,32,52.79999999999999,538.0,887.6999999999999,834.9,5.947955390334572
2210,VINTAGE RED KITCHEN CABINET,125.0,7,875.0,48.0,6000.0,5125.0,14.583333333333334
2212,VINTAGE RED KITCHEN CABINET,295.0,2,590.0,5.0,1475.0,885.0,40.0
2213,VINTAGE RED MUG,1.25,12,15.0,202.0,252.5,237.5,5.9405940594059405
2214,VINTAGE RED TEATIME MUG,1.06,23,24.380000000000003,23.0,24.380000000000003,0.0,100.0
2215,VINTAGE RED TEATIME MUG,1.25,4,5.0,174.0,217.5,212.5,2.2988505747126435
2216,VINTAGE RED TRIM ENAMEL BOWL,1.04,45,46.800000000000004,96.0,99.84,53.04,46.875
2217,VINTAGE RED TRIM ENAMEL BOWL,1.25,76,95.0,755.0,943.75,848.75,10.066225165562914
2218,VINTAGE SEASIDE JIGSAW PUZZLES,3.75,3,11.25,243.0,911.25,900.0,1.2345679012345678
2219,VINTAGE SNAP CARDS,0.85,85,72.24999999999999,6739.0,5728.15,5655.9,1.2613147351239058
2220,VINTAGE UNION JACK BUNTING,8.5,28,238.0,1647.0,13999.5,13761.5,1.700060716454159
2221,VINTAGE UNION JACK CUSHION COVER,4.95,18,89.1,282.0,1395.9,1306.8000000000002,6.382978723404255
2222,VINTAGE UNION JACK DOORSTOP,5.95,5,29.75,171.0,1017.45,987.7,2.923976608187134
2223,VINTAGE UNION JACK MEMOBOARD,9.95,4,39.8,366.0,3641.7,3601.8999999999996,1.092896174863388
2224,VINTAGE UNION JACK PENNANT,1.95,22,42.9,742.0,1446.8999999999999,1403.9999999999998,2.964959568733154
2225,VINYL RECORD FRAME SILVER,3.39,2,6.78,1020.0,3457.8,3451.02,0.19607843137254902
2226,VINYL RECORD FRAME SILVER,3.75,5,18.75,206.0,772.5,753.75,2.4271844660194173
2227,WAKE UP COCKEREL TILE HOOK,0.39,1,0.39,25.0,9.75,9.36,4.0
2228,WALL ART 70'S ALPHABET,7.45,1,7.45,36.0,268.20000000000005,260.75000000000006,2.7777777777777777
2229,WALL ART 70'S ALPHABET,8.25,5,41.25,76.0,627.0,585.75,6.578947368421052
2230,WALL ART ANIMALS AND NATURE,3.75,7,26.25,65.0,243.75,217.5,10.76923076923077
2231,WALL ART BICYCLE SAFETY,5.95,1,5.95,375.0,2231.25,2225.3,0.26666666666666666
2232,WALL ART BUFFALO BILL,3.75,6,22.5,64.0,240.0,217.5,9.375
2233,WALL ART CLASSIC PUDDINGS,8.25,2,16.5,209.0,1724.25,1707.75,0.9569377990430622
2234,WALL ART DOG LICENCE,5.95,16,95.2,154.0,916.3000000000001,821.1,10.38961038961039
2235,WALL ART HORSE & PONY,3.75,6,22.5,65.0,243.75,221.25,9.230769230769232
2236,WALL ART MID CENTURY MODERN,8.25,1,8.25,30.0,247.5,239.25,3.3333333333333335
2237,WALL ART STOP FOR TEA,5.95,7,41.650000000000006,388.0,2308.6,2266.95,1.804123711340206
2238,WALL ART TREASURE AHOY,3.75,6,22.5,69.0,258.75,236.25,8.695652173913043
2239,WALL ART VILLAGE SHOW,5.95,4,23.8,143.0,850.85,827.0500000000001,2.797202797202797
2240,WALL MIRROR RECTANGLE DIAMANTE PINK,7.95,3,23.85,26.0,206.70000000000002,182.85000000000002,11.538461538461538
2241,WALL TIDY RETROSPOT,2.1,1,2.1,273.0,573.3000000000001,571.2,0.3663003663003663
2242,WASH BAG VINTAGE ROSE PAISLEY,2.55,7,17.85,180.0,459.0,441.15,3.888888888888889
2243,WATERING CAN GARDEN MARKER,1.25,1,1.25,527.0,658.75,657.5,0.18975332068311196
2244,WATERING CAN GREEN DINOSAUR,1.95,1,1.95,785.0,1530.75,1528.8,0.12738853503184713
2245,WATERING CAN PINK BUNNY,1.95,2,3.9,929.0,1811.55,1807.6499999999999,0.2152852529601722
2246,WELCOME  WOODEN BLOCK LETTERS,9.95,3,29.85,317.0,3154.15,3124.3,0.9463722397476341
2247,WHEELBARROW FOR CHILDREN,12.75,6,76.5,87.0,1109.25,1032.75,6.896551724137931
2248,WHITE 3 FRAME BIRDS AND TREE,4.95,1,4.95,14.0,69.3,64.35,7.142857142857142
2249,WHITE BAMBOO RIBS LAMPSHADE,0.64,19,12.16,324.0,207.35999999999999,195.2,5.864197530864197
2251,WHITE BEADED GARLAND STRING 20LIGHT,6.35,2,12.7,3.0,19.049999999999997,6.349999999999998,66.66666666666666
2253,WHITE GOOSE FEATHER CHRISTMAS TREE,2.95,2,5.9,231.0,681.45,675.5500000000001,0.8658008658008658
2255,WHITE GOOSE FEATHER TREE 60CM,1.95,8,15.6,232.0,452.4,436.79999999999995,3.4482758620689653
2256,WHITE HANGING BEADS CANDLE HOLDER,5.45,5,27.25,167.0,910.1500000000001,882.9000000000001,2.9940119760479043
2257,WHITE HANGING HEART T-LIGHT HOLDER,2.55,2452,6252.6,18622.0,47486.1,41233.5,13.167221565889808
2258,WHITE HANGING HEART T-LIGHT HOLDER,2.95,99,292.05,9968.0,29405.600000000002,29113.550000000003,0.9931781701444623
2259,WHITE HEART CONFETTI IN TUBE,0.42,48,20.16,480.0,201.6,181.44,10.0
2260,WHITE JEWELLED HEART DECORATION,0.85,7,5.95,1521.0,1292.85,1286.8999999999999,0.46022353714661407
2261,WHITE LOVEBIRD LANTERN,2.95,4,11.8,520.0,1534.0000000000002,1522.2000000000003,0.7692307692307693
2262,WHITE METAL LANTERN,3.39,18,61.02,716.0,2427.2400000000002,2366.2200000000003,2.5139664804469275
2263,WHITE METAL LANTERN,3.75,21,78.75,820.0,3075.0,2996.25,2.5609756097560976
2264,WHITE ROCKING HORSE HAND PAINTED,1.04,144,149.76,168.0,174.72,24.960000000000008,85.71428571428571
2265,WHITE ROCKING HORSE HAND PAINTED,1.25,32,40.0,1756.0,2195.0,2155.0,1.8223234624145785
2266,WHITE SAGE INCENSE,0.21,50,10.5,1260.0,264.6,254.10000000000002,3.968253968253968
2267,WHITE SKULL HOT WATER BOTTLE,3.39,162,549.1800000000001,798.0,2705.22,2156.04,20.30075187969925
2268,WHITE SKULL HOT WATER BOTTLE,3.75,22,82.5,1109.0,4158.75,4076.25,1.9837691614066726
2269,WHITE SKULL HOT WATER BOTTLE,4.25,1,4.25,701.0,2979.25,2975.0,0.14265335235378032
2270,WHITE SOAP RACK WITH 2 BOTTLES,5.95,1,5.95,78.0,464.1,458.15000000000003,1.282051282051282
2271,WHITE SPOT BLUE CERAMIC DRAWER KNOB,1.25,25,31.25,2039.0,2548.75,2517.5,1.2260912211868562
2272,WHITE SPOT BLUE CERAMIC DRAWER KNOB,1.45,76,110.2,587.0,851.15,740.9499999999999,12.947189097103918
2273,WHITE SPOT RED CERAMIC DRAWER KNOB,1.25,14,17.5,2189.0,2736.25,2718.75,0.6395614435815441
2274,WHITE SPOT RED CERAMIC DRAWER KNOB,1.45,19,27.55,496.0,719.1999999999999,691.65,3.8306451612903225
2275,WHITE STITCHED WALL CLOCK,0.79,1,0.79,686.0,541.94,541.1500000000001,0.1457725947521866
2276,WHITE STITCHED WALL CLOCK,3.75,1,3.75,10.0,37.5,33.75,10.0
2277,WHITE TALL PORCELAIN T-LIGHT HOLDER,1.95,288,561.6,408.0,795.6,234.0,70.58823529411765
2278,WHITE TALL PORCELAIN T-LIGHT HOLDER,2.55,4,10.2,212.0,540.6,530.4,1.8867924528301887
2279,"WHITE TEA,COFFEE,SUGAR JARS",1.95,29,56.55,327.0,637.65,581.1,8.868501529051988
2282,WHITE TRAVEL ALARM CLOCK,2.55,1,2.55,71.0,181.05,178.5,1.4084507042253522
2283,WHITE WICKER STAR,2.1,3,6.300000000000001,1258.0,2641.8,2635.5,0.23847376788553257
2284,WHITE WIRE EGG HOLDER,5.95,8,47.6,24.0,142.8,95.20000000000002,33.33333333333333
2285,WHITE WOOD GARDEN PLANT LADDER,8.5,11,93.5,248.0,2108.0,2014.5,4.435483870967742
2286,WHITE WOOD GARDEN PLANT LADDER,9.95,13,129.35,394.0,3920.2999999999997,3790.95,3.2994923857868024
2287,WICKER STAR,2.1,52,109.2,1372.0,2881.2000000000003,2772.0000000000005,3.7900874635568513
2288,WINE BOTTLE DRESSING DARK BLUE,0.12,12,1.44,41.0,4.92,3.48,29.268292682926827
2289,WOOD 2 DRAWER CABINET WHITE FINISH,4.95,16,79.2,268.0,1326.6000000000001,1247.4,5.970149253731343
2290,WOOD 2 DRAWER CABINET WHITE FINISH,5.95,127,755.65,1082.0,6437.900000000001,5682.250000000001,11.737523105360443
2291,WOOD 2 DRAWER CABINET WHITE FINISH,6.95,31,215.45000000000002,916.0,6366.2,6150.75,3.384279475982533
2292,WOOD BLACK BOARD ANT WHITE FINISH,6.45,2,12.9,205.0,1322.25,1309.35,0.975609756097561
2293,WOOD BLACK BOARD ANT WHITE FINISH,6.75,14,94.5,891.0,6014.25,5919.75,1.5712682379349048
2294,WOOD BLACK BOARD ANT WHITE FINISH,7.9,1,7.9,93.0,734.7,726.8000000000001,1.0752688172043012
2295,WOOD BLACK BOARD ANT WHITE FINISH,7.95,6,47.7,973.0,7735.35,7687.650000000001,0.6166495375128468
2296,WOOD S/3 CABINET ANT WHITE FINISH,7.95,9,71.55000000000001,189.0,1502.55,1431.0,4.761904761904762
2297,WOOD S/3 CABINET ANT WHITE FINISH,8.15,1,8.15,320.0,2608.0,2599.85,0.3125
2298,WOOD S/3 CABINET ANT WHITE FINISH,8.95,19,170.04999999999998,613.0,5486.349999999999,5316.299999999999,3.0995106035889073
2299,WOOD STAMP SET FLOWERS,1.45,48,69.6,48.0,69.6,0.0,100.0
2300,WOOD STAMP SET HAPPY BIRTHDAY,0.83,12,9.96,612.0,507.96000000000004,498.00000000000006,1.9607843137254901
2301,WOOD STAMP SET THANK YOU,0.83,12,9.96,1025.0,850.75,840.79,1.170731707317073
2302,WOOD STAMP SET THANK YOU,1.65,1,1.65,109.0,179.85,178.2,0.9174311926605505
2303,WOOD STOCKING CHRISTMAS SCANDISPOT,0.85,2,1.7,567.0,481.95,480.25,0.3527336860670194
2304,WOODEN ADVENT CALENDAR CREAM,12.75,12,153.0,132.0,1683.0,1530.0,9.090909090909092
2305,WOODEN ADVENT CALENDAR CREAM,16.95,5,84.75,112.0,1898.3999999999999,1813.6499999999999,4.464285714285714
2306,WOODEN ADVENT CALENDAR RED,7.95,5,39.75,330.0,2623.5,2583.75,1.5151515151515151
2308,WOODEN BOX ADVENT CALENDAR,8.95,6,53.699999999999996,10.0,89.5,35.800000000000004,60.0
2309,WOODEN BOX OF DOMINOES,1.25,26,32.5,4129.0,5161.25,5128.75,0.6296924194720271
2311,WOODEN CROQUET GARDEN SET,12.75,3,38.25,430.0,5482.5,5444.25,0.6976744186046512
2312,WOODEN CROQUET GARDEN SET,14.95,1,14.95,186.0,2780.7,2765.75,0.5376344086021506
2313,WOODEN FRAME ANTIQUE WHITE,2.55,206,525.3,2274.0,5798.7,5273.4,9.058927000879507
2314,WOODEN FRAME ANTIQUE WHITE,2.95,25,73.75000000000001,3739.0,11030.050000000001,10956.300000000001,0.6686279753944906
2315,WOODEN HAPPY BIRTHDAY GARLAND,2.95,1,2.95,1180.0,3481.0000000000005,3478.0500000000006,0.0847457627118644
2316,WOODEN HEART CHRISTMAS SCANDINAVIAN,0.29,5,1.45,8256.0,2394.24,2392.79,0.060562015503875966
2317,WOODEN HEART CHRISTMAS SCANDINAVIAN,0.85,96,81.6,849.0,721.65,640.05,11.307420494699647
2318,WOODEN OWLS LIGHT GARLAND,4.25,7,29.75,485.0,2061.25,2031.5,1.443298969072165
2319,WOODEN PICTURE FRAME WHITE FINISH,2.1,36,75.60000000000001,2099.0,4407.900000000001,4332.3,1.715102429728442
2320,WOODEN PICTURE FRAME WHITE FINISH,2.55,116,295.8,3524.0,8986.2,8690.400000000001,3.2917139614074915
2321,WOODEN PICTURE FRAME WHITE FINISH,2.95,8,23.6,1262.0,3722.9000000000005,3699.3000000000006,0.6339144215530903
2322,WOODEN ROUNDERS GARDEN SET,8.5,2,17.0,713.0,6060.5,6043.5,0.2805049088359046
2323,WOODEN ROUNDERS GARDEN SET,9.95,1,9.95,512.0,5094.4,5084.45,0.1953125
2324,WOODEN SCHOOL COLOURING SET,1.45,252,365.4,852.0,1235.4,870.0000000000001,29.577464788732392
2325,WOODEN SCHOOL COLOURING SET,1.65,24,39.599999999999994,3583.0,5911.949999999999,5872.3499999999985,0.6698297516048004
2327,WOODEN SKITTLES GARDEN SET,12.75,1,12.75,137.0,1746.75,1734.0,0.7299270072992701
2328,WOODEN SKITTLES GARDEN SET,15.95,4,63.8,129.0,2057.5499999999997,1993.7499999999998,3.10077519379845
2329,WOODEN STAR CHRISTMAS SCANDINAVIAN,0.29,1,0.29,8104.0,2350.16,2349.87,0.012339585389930897
2330,WOODEN STAR CHRISTMAS SCANDINAVIAN,0.85,132,112.19999999999999,483.0,410.54999999999995,298.34999999999997,27.32919254658385
2331,WOODEN TREE CHRISTMAS SCANDINAVIAN,0.85,96,81.6,320.0,272.0,190.4,30.0
2332,WOODEN UNION JACK BUNTING,5.95,4,23.8,1302.0,7746.900000000001,7723.1,0.30721966205837176
2333,WOODLAND CHARLOTTE BAG,0.72,60,43.2,1671.0,1203.12,1159.9199999999998,3.5906642728904847
2334,WOODLAND CHARLOTTE BAG,0.85,51,43.35,2932.0,2492.2,2448.85,1.7394270122783082
2335,WOODLAND STORAGE BOX LARGE,2.95,4,11.8,27.0,79.65,67.85000000000001,14.814814814814813
